,Client_Income,House_Own,Credit_Amount,Client_Marital_Status,Client_Gender,Age_Days,Employed_Days,Client_Family_Members
609,12424,0,5000,M,Male,6570,0,6
610,17886,1,80000,M,Female,14600,4035,1
611,14881,1,5000,S,Male,10220,198,1
612,19608,1,20000,S,Male,15330,410,0
613,25024,1,30000,D,Male,18250,3518,0
614,8015,0,60000,S,Female,9490,2085,0
615,18015,1,30000,M,Female,18250,1396,0
616,6208,1,30000,S,Male,14235,7358,0
617,14372,0,5000,S,Male,9490,487,1
618,14274,0,80000,D,Male,12045,1862,4
619,9854,0,70000,M,Male,18980,1216,1
620,11059,1,80000,S,Female,7300,142,1
621,11397,1,70000,S,Male,9490,1966,0
622,5903,1,90000,M,Male,15695,2176,3
623,13475,1,90000,M,Male,10220,443,5
624,5444,1,50000,S,Male,9490,494,3
625,15397,0,90000,S,Female,20075,4016,2
626,22458,1,90000,M,Male,22995,3397,1
627,8553,1,20000,M,Female,14235,6585,1
628,11507,1,80000,M,Male,13505,3620,1
629,11146,1,40000,M,Female,13870,6667,3
630,6786,0,90000,S,Male,9125,1583,1
631,13178,0,30000,W,Female,9125,451,3
632,12848,1,30000,S,Female,9490,999,1
633,13767,1,30000,M,Female,13870,5443,1
634,21147,1,80000,M,Male,17520,7054,1
635,10984,1,60000,S,Male,20440,1283,1
636,8505,1,70000,S,Female,20075,4408,1
637,27402,0,40000,S,Male,11680,3353,3
638,8465,0,90000,D,Male,18250,3669,0
639,10226,0,30000,M,Male,14235,3080,1
640,22268,1,60000,M,Female,18980,11131,0
641,18455,0,5000,S,Female,21900,144,1
642,12384,1,90000,M,Female,19345,1787,2
643,11320,1,40000,M,Male,14235,739,0
644,18990,1,90000,S,Male,11315,3579,4
645,12882,0,90000,S,Male,15695,3314,2
646,11702,0,20000,S,Male,7665,712,1
647,9331,1,20000,S,Male,17155,904,3
648,9949,1,30000,S,Female,13505,2740,2
649,12818,0,5000,M,Female,9490,176,1
650,8574,0,20000,S,Female,16790,7111,1
651,10583,0,100000,M,Male,7665,677,1
652,8024,1,10000,S,Female,6570,0,1
653,20446,1,60000,W,Female,15330,2682,3
654,6559,1,60000,S,Female,13140,1095,0
655,8344,1,100000,S,Male,14965,3424,0
656,16458,0,10000,D,Female,6570,0,2
657,13038,1,50000,M,Male,21535,6299,2
658,15409,1,40000,S,Male,9125,2237,0
659,8515,0,70000,W,Female,20440,12113,0
660,18420,0,10000,D,Male,13870,6048,1
661,10511,1,80000,M,Male,13505,3431,2
662,20593,1,5000,M,Female,21900,8071,6
663,3451,1,20000,M,Male,11680,3001,0
664,9563,0,50000,D,Male,15330,5703,2
665,25711,0,50000,W,Male,11680,4052,1
666,19890,1,20000,M,Male,6570,0,3
667,7787,0,20000,M,Female,9855,2909,5
668,15623,1,30000,D,Male,6935,29,0
669,14469,1,10000,S,Female,21535,13271,3
670,11017,0,70000,S,Female,14965,7425,1
671,9912,1,20000,S,Female,21170,9059,3
672,18037,0,90000,W,Male,13140,2712,2
673,10282,1,5000,M,Female,9490,2415,0
674,8715,0,5000,M,Female,6570,0,0
675,18007,1,40000,S,Female,7300,461,3
676,25134,0,80000,S,Female,22630,5138,1
677,8759,1,60000,D,Female,18980,2118,0
678,40852,0,30000,S,Male,22265,1584,3
679,11184,1,70000,S,Female,9855,1100,1
680,22577,0,50000,M,Male,11680,1838,0
681,6599,1,90000,S,Female,6935,268,1
682,14967,1,5000,D,Male,18250,334,6
683,3122,1,20000,M,Female,13870,6716,1
684,54378,1,10000,M,Male,11315,2915,1
685,6368,0,30000,M,Male,15330,2220,1
686,9582,0,70000,S,Female,9125,406,1
687,18344,1,50000,S,Female,17520,3822,0
688,12072,0,90000,D,Female,16790,3355,0
689,9164,0,30000,S,Male,14600,2217,4
690,6338,1,5000,M,Male,11680,212,6
691,21076,1,100000,W,Male,7665,827,0
692,9577,0,100000,S,Male,14235,5597,4
693,11385,0,10000,M,Female,18250,4550,2
694,13217,1,70000,S,Male,10950,40,2
695,23733,1,60000,W,Male,6570,0,0
696,10582,0,5000,M,Male,18250,9612,4
697,13476,1,50000,S,Male,17520,5353,4
698,31681,1,40000,W,Male,22995,11149,1
699,9292,1,40000,S,Female,14235,5754,1
700,15386,1,90000,M,Male,17885,2477,1
701,13244,1,50000,S,Female,21170,2002,2
702,17779,0,5000,M,Female,22265,14251,0
703,6338,1,10000,M,Male,8030,1428,0
704,34896,1,80000,S,Male,10220,2011,1
705,14655,1,90000,S,Female,18615,7907,2
706,12746,1,10000,M,Female,6570,0,3
707,17066,0,30000,D,Male,15330,698,0
708,13118,0,100000,W,Female,13505,3070,1
709,7750,1,5000,S,Male,19345,2351,0
710,15446,0,20000,D,Male,17520,9490,0
711,11303,0,30000,W,Female,22265,2098,0
712,12701,0,20000,W,Male,6935,32,5
713,9301,1,20000,M,Male,10950,4252,1
714,12099,1,60000,M,Male,9855,573,0
715,9630,1,30000,M,Female,9125,124,2
716,11091,0,10000,D,Female,16790,1197,1
717,8505,0,5000,M,Male,10950,565,3
718,12045,0,50000,S,Female,9490,1723,1
719,12406,0,100000,S,Female,22630,6756,3
720,27920,1,80000,M,Female,6570,0,1
721,8716,1,80000,M,Male,20075,8671,1
722,31226,1,70000,M,Female,21900,7262,2
723,19604,0,60000,D,Male,17520,6490,3
724,11327,0,90000,D,Male,16790,7685,0
725,7692,1,10000,W,Female,6935,336,1
726,4935,1,5000,S,Male,18980,1144,1
727,9474,0,80000,S,Male,8395,849,2
728,16486,0,50000,M,Male,11315,578,4
729,13630,1,100000,S,Male,17520,7542,3
730,15046,0,5000,M,Male,14600,3334,3
731,13946,0,10000,M,Female,10220,1695,1
732,8264,1,90000,W,Female,22630,6255,2
733,8315,1,70000,S,Female,10950,2466,4
734,18451,1,60000,M,Female,8395,1510,1
735,14978,0,5000,S,Female,6570,0,0
736,5960,0,10000,M,Male,17520,4979,1
737,10765,1,70000,S,Female,14965,6923,2
738,12566,0,60000,S,Female,6935,158,2
739,8228,0,50000,M,Female,11680,4068,1
740,9769,0,30000,D,Male,14600,3098,2
741,14722,0,5000,D,Male,15330,8218,3
742,7566,0,70000,M,Male,7300,227,1
743,14127,1,70000,M,Male,10220,3463,3
744,6608,0,100000,S,Female,10950,2851,0
745,4652,0,50000,M,Male,11680,5021,1
746,18574,1,30000,M,Male,12045,4464,2
747,12374,0,60000,M,Male,17885,6023,2
748,3877,1,80000,S,Female,16425,6975,1
749,15320,1,80000,W,Male,12775,5566,1
750,12003,1,90000,M,Male,20075,868,0
751,16159,0,50000,M,Female,19345,1225,0
752,16688,0,50000,S,Female,20075,2282,0
753,15413,0,80000,S,Female,13505,46,1
754,22526,1,80000,M,Male,17885,11265,0
755,9335,1,60000,M,Female,14235,6827,1
756,8279,1,20000,D,Female,21535,5638,1
757,9619,1,60000,M,Female,11315,4075,2
758,14318,1,20000,M,Female,21535,1324,0
759,9875,1,90000,S,Male,19345,871,2
760,28709,0,10000,M,Female,14235,4210,2
761,43545,0,5000,W,Male,9855,2323,6
762,18533,1,90000,M,Female,17155,10384,0
763,19956,0,80000,M,Female,15330,8086,1
764,15069,1,20000,S,Female,11680,3636,1
765,25715,0,10000,M,Male,7665,896,0
766,12499,1,100000,M,Male,6570,0,1
767,12639,0,80000,S,Male,16425,4634,0
768,13146,1,60000,D,Female,11680,1041,6
769,9044,0,80000,M,Female,7300,422,1
770,8767,0,90000,M,Male,21900,9790,0
771,20240,0,80000,S,Female,8395,1557,0
772,6222,0,30000,S,Female,9125,1608,1
773,9093,0,10000,S,Male,17885,1417,0
774,4411,1,50000,M,Female,8030,869,1
775,7107,1,60000,M,Male,15330,2130,2
776,18810,0,90000,D,Male,12775,4577,0
777,8160,1,50000,M,Female,7300,146,1
778,22198,1,50000,M,Female,11680,2204,1
779,12575,0,30000,M,Female,11680,4432,0
780,10690,1,20000,M,Male,11680,4065,1
781,7257,1,80000,S,Male,7665,460,0
782,12083,1,90000,M,Female,19345,6797,1
783,21633,1,60000,D,Male,17520,7852,0
784,8622,0,5000,M,Female,18250,7107,1
785,24751,1,10000,S,Female,11680,2261,0
786,9792,0,80000,S,Male,13505,3411,3
787,9459,1,40000,M,Female,8030,1451,0
788,7961,1,5000,S,Female,8030,932,4
789,9842,1,50000,M,Female,14235,6076,1
790,6476,1,80000,D,Male,7300,156,1
791,8312,1,70000,W,Female,22265,4375,3
792,15847,1,50000,D,Female,11315,2545,4
793,12561,1,60000,M,Male,18615,8195,0
794,29571,1,60000,M,Male,17885,1823,4
795,6302,0,60000,M,Female,20075,11616,2
796,6540,1,30000,M,Female,22265,7345,1
797,17289,0,40000,S,Male,14965,8143,3
798,18979,1,80000,M,Male,15330,8686,1
799,12017,0,30000,M,Female,7665,431,0
800,15869,1,5000,M,Female,9125,2347,0
801,36040,0,5000,M,Male,20075,9309,0
802,21072,0,70000,W,Male,12045,2337,1
803,6656,1,80000,M,Male,21900,10543,5
804,10995,1,40000,S,Male,7300,347,1
805,10493,1,5000,S,Female,20075,6631,0
806,13611,0,50000,M,Male,10950,2206,0
807,29096,1,20000,S,Female,22630,4687,0
808,23004,1,100000,S,Female,11680,1065,3
809,18128,0,40000,S,Female,8030,948,1
810,18024,1,10000,M,Male,14235,2995,2
811,9810,0,90000,M,Female,17520,4177,0
812,14387,1,70000,M,Female,14235,7514,0
813,21727,0,90000,M,Male,16425,9174,1
814,11104,0,5000,S,Female,14235,1884,0
815,9146,1,90000,D,Female,11680,4281,3
816,16978,0,10000,M,Female,13505,6678,1
817,23261,0,5000,S,Female,12775,3950,2
818,13678,0,30000,S,Male,14235,5651,0
819,7582,0,60000,S,Female,8395,1221,0
820,6316,0,60000,M,Male,9490,1559,2
821,23382,1,20000,W,Female,13140,6408,1
822,17413,1,30000,M,Male,9125,4,0
823,5191,1,20000,M,Female,6935,266,0
824,2287,1,60000,S,Female,13140,4435,0
825,5750,0,40000,W,Male,8030,470,1
826,18621,0,70000,M,Female,22265,10137,0
827,10994,0,10000,S,Female,7300,575,3
828,17780,0,30000,M,Female,18250,4455,1
829,17265,0,30000,M,Male,8030,535,3
830,12427,0,30000,M,Female,11680,363,3
831,3557,0,80000,M,Male,15695,7358,2
832,14352,0,30000,M,Male,11680,1836,0
833,17882,0,100000,S,Male,21170,6942,1
834,18816,1,60000,M,Male,16790,1295,1
835,15200,1,60000,S,Female,22630,7119,2
836,8654,1,90000,S,Male,9490,379,0
837,29116,1,50000,M,Male,19345,5362,0
838,14556,1,80000,M,Female,12045,4108,3
839,8336,0,30000,M,Male,13505,2709,0
840,4359,1,50000,M,Female,22995,13469,3
841,7848,1,5000,M,Male,20805,1337,0
842,15241,1,50000,W,Female,19345,3914,1
843,8333,1,80000,M,Male,22265,10687,0
844,10257,1,30000,S,Female,14235,7052,1
845,17816,1,70000,M,Male,10950,2669,6
846,10028,1,30000,M,Male,22995,14273,4
847,21132,1,20000,S,Female,16425,4026,2
848,9990,1,70000,S,Male,10220,1651,2
849,5185,0,5000,M,Male,6570,0,3
850,4186,1,60000,S,Male,16790,5406,1
851,10101,1,5000,M,Male,14965,4071,0
852,16072,1,50000,M,Male,8395,379,1
853,4710,1,20000,D,Male,11680,2647,4
854,18983,0,40000,M,Male,19345,5038,0
855,10436,1,20000,M,Female,14965,3913,1
856,24641,1,80000,M,Female,22995,3356,1
857,11514,0,50000,S,Male,9855,2914,0
858,10690,0,60000,S,Male,11680,3067,0
859,6713,0,50000,M,Female,16425,5341,1
860,7463,0,60000,M,Male,22995,6760,0
861,28903,1,40000,M,Female,16425,9247,2
862,11211,0,70000,S,Female,13870,5356,4
863,34883,0,70000,S,Female,8030,970,2
864,8650,0,70000,M,Male,7300,710,1
865,13253,1,50000,D,Male,14600,3247,1
866,18573,0,20000,M,Female,9125,2133,1
867,9535,0,80000,M,Female,17520,6236,3
868,10827,1,100000,M,Female,22995,9819,1
869,9696,1,60000,S,Male,20805,12590,1
870,27631,1,10000,S,Female,11680,4510,1
871,14231,1,60000,S,Male,16790,7981,3
872,16297,1,10000,M,Male,14965,5635,1
873,11604,1,80000,M,Female,17155,10422,2
874,7054,0,5000,D,Male,7665,607,3
875,10340,0,10000,M,Female,13140,132,1
876,10138,1,30000,S,Male,13505,4465,1
877,7297,1,40000,S,Male,9490,1047,5
878,10391,1,20000,M,Male,17520,5409,3
879,11191,1,50000,M,Male,9855,1788,1
880,6590,0,70000,M,Male,21900,5453,1
881,28050,0,5000,M,Male,18250,10420,0
882,13654,1,100000,S,Female,10950,2240,5
883,9517,1,20000,W,Female,17885,7448,1
884,12404,0,30000,S,Male,22630,10899,0
885,8454,1,40000,S,Female,16790,4999,1
886,6627,0,100000,S,Male,22265,7267,2
887,9226,1,80000,M,Male,10950,1231,0
888,6572,0,10000,M,Female,12775,3545,1
889,11667,1,30000,D,Male,22630,2183,2
890,17957,0,20000,M,Female,13505,5362,0
891,10455,1,100000,M,Male,6935,229,0
892,12687,1,90000,M,Male,8030,635,2
893,22536,0,80000,M,Female,12045,2142,0
894,18154,1,40000,M,Female,10950,895,1
895,7631,1,10000,S,Female,18980,4149,0
896,8121,0,30000,S,Male,7300,482,0
897,6792,0,60000,M,Male,22265,13230,2
898,14000,0,80000,S,Male,9855,1041,0
899,32016,1,5000,M,Male,17885,4852,3
900,14683,1,10000,M,Male,17155,10083,2
901,8474,1,10000,S,Female,8395,1515,3
902,39205,0,60000,M,Male,15330,8530,0
903,11791,1,90000,M,Female,14965,3977,0
904,18767,1,5000,M,Female,9125,513,3
905,15127,1,5000,S,Female,22630,12293,2
906,7405,1,5000,M,Male,6570,0,0
907,12653,0,10000,M,Male,20440,12609,1
908,10456,0,80000,M,Female,6570,0,1
909,15722,1,80000,M,Female,8395,1268,2
910,39382,1,100000,S,Male,7665,168,1
911,6483,0,100000,M,Female,14965,5379,3
912,12008,1,80000,S,Female,20440,12327,2
913,14615,0,80000,M,Female,8030,1060,3
914,5406,0,20000,D,Male,14600,1536,1
915,17162,0,80000,M,Male,10220,3256,1
916,11644,0,100000,M,Female,18615,5716,2
917,8086,0,70000,M,Female,10950,2422,0
918,25204,1,100000,S,Female,9490,2253,0
919,13492,0,50000,S,Female,9490,476,3
920,19515,1,90000,M,Female,16425,1888,3
921,12347,0,90000,W,Male,21535,8409,3
922,38945,1,10000,M,Female,12775,1496,3
923,6865,1,30000,M,Female,9855,1037,1
924,5517,0,70000,M,Female,13140,4028,2
925,10731,0,80000,M,Female,10220,3637,3
926,14432,0,100000,M,Female,15330,3239,1
927,17948,1,60000,D,Male,20805,6875,1
928,18372,1,10000,S,Male,9855,1844,1
929,7612,1,60000,M,Female,20440,6926,1
930,15336,1,80000,M,Female,7300,454,2
931,6312,0,50000,S,Male,16425,7750,3
932,17897,0,20000,M,Male,17155,6596,0
933,8550,1,30000,M,Male,12045,336,0
934,16196,1,80000,S,Female,14600,2714,1
935,24685,1,60000,M,Male,11680,2526,2
936,21121,1,20000,M,Female,14235,5925,3
937,8168,1,20000,M,Male,10950,913,0
938,16520,1,100000,M,Female,8030,415,1
939,7273,1,10000,W,Female,15330,3775,0
940,18748,1,5000,M,Male,11315,4279,1
941,12433,0,50000,M,Female,15695,4562,1
942,23286,0,80000,S,Male,20805,4432,1
943,9298,0,10000,M,Male,9855,2251,3
944,32569,1,60000,D,Female,10950,3344,2
945,11496,1,5000,M,Male,7300,324,1
946,5494,0,70000,M,Male,21170,2506,2
947,14974,0,40000,D,Male,10950,2240,0
948,6346,0,100000,S,Female,15330,8710,3
949,18493,1,50000,M,Female,13870,4372,3
950,27068,1,40000,M,Male,22265,10075,3
951,13779,0,10000,M,Male,22265,11638,0
952,19581,1,20000,S,Female,14235,5660,1
953,28911,1,5000,M,Female,15695,6332,0
954,10509,1,50000,M,Female,11315,2554,2
955,15174,0,40000,M,Male,14600,180,4
956,11650,0,40000,W,Female,19345,6188,0
957,16297,1,50000,S,Female,14965,4181,0
958,13490,0,100000,S,Male,8395,577,3
959,18735,0,70000,S,Female,15695,100,1
960,17491,1,5000,M,Female,22630,5371,2
961,5611,1,40000,D,Male,13140,3410,1
962,10317,0,100000,D,Male,13505,6071,2
963,7344,1,20000,S,Male,10220,3521,1
964,24494,1,50000,M,Male,7300,273,1
965,5173,1,30000,M,Female,10950,2386,0
966,14169,1,70000,M,Female,22630,1767,0
967,5205,1,5000,W,Female,22995,15634,1
968,7969,1,30000,D,Male,14600,7371,1
969,8070,0,30000,M,Female,13140,1161,1
970,5771,0,40000,M,Male,10950,32,2
971,13746,1,70000,M,Male,15695,326,0
972,14386,0,90000,M,Male,9490,2752,1
973,9028,1,60000,S,Male,10950,1743,1
974,7957,0,10000,W,Male,12045,2572,1
975,28031,1,100000,W,Male,11680,788,1
976,24608,1,30000,M,Male,11680,2519,2
977,7332,0,60000,M,Male,9855,606,4
978,9881,1,70000,M,Male,14600,5507,1
979,13785,1,90000,S,Female,14600,1138,0
980,8313,0,50000,S,Female,8395,877,0
981,21083,1,20000,M,Female,18980,8518,3
982,3693,1,10000,M,Female,6935,297,0
983,5929,1,10000,S,Female,9125,1798,4
984,10863,1,50000,S,Female,21535,2806,1
985,9725,0,60000,M,Male,9125,1768,1
986,11503,1,30000,S,Female,10220,2555,1
987,14037,0,20000,M,Male,16790,6783,1
988,18628,1,90000,S,Male,22265,8898,6
989,13086,0,60000,M,Female,22630,5599,0
990,3380,1,5000,S,Female,7665,818,1
991,26079,0,70000,M,Female,13870,6709,5
992,5046,1,5000,M,Female,13140,3656,2
993,15231,1,80000,S,Male,6570,0,0
994,11925,1,30000,S,Female,17520,8961,1
995,9765,1,70000,M,Female,16425,3903,0
996,19951,0,50000,M,Male,11680,2775,3
997,10966,1,100000,S,Female,12775,1949,3
998,12418,1,90000,D,Male,17520,6667,1
999,21072,1,40000,M,Female,12775,5696,0
1000,8190,1,30000,M,Male,15695,818,2
1001,14757,1,10000,M,Female,13870,2225,0
1002,5454,1,90000,M,Female,14600,7571,3
1003,25587,1,40000,S,Female,14965,2290,1
1004,10111,1,20000,S,Male,14600,492,1
1005,11168,1,5000,S,Female,11315,2563,1
1006,13642,1,90000,M,Male,14600,6522,0
1007,18075,1,50000,D,Female,10220,2148,2
1008,21883,1,10000,M,Female,20075,7557,0
1009,11996,0,20000,M,Male,18980,4162,3
1010,10046,0,100000,M,Female,9855,1973,2
1011,15730,1,90000,S,Male,20440,7089,1
1012,10107,1,30000,M,Male,13870,7051,2
1013,14427,0,40000,W,Female,10220,1124,2
1014,6727,0,30000,M,Female,18250,7016,0
1015,8556,1,40000,D,Female,11315,3251,0
1016,11998,1,40000,S,Female,15695,8047,4
1017,6034,0,80000,W,Female,15330,2793,0
1018,20357,1,60000,M,Male,11315,2903,2
1019,12487,1,90000,S,Male,7300,575,2
1020,7844,1,40000,M,Male,8030,185,0
1021,4541,0,90000,S,Female,13870,2046,1
1022,10518,0,40000,S,Female,6570,0,2
1023,13004,1,100000,S,Female,13870,4924,0
1024,20043,1,100000,M,Male,18980,5817,0
1025,7616,1,60000,S,Male,16425,820,1
1026,19049,0,40000,M,Male,13870,320,1
1027,12762,1,70000,D,Male,8030,562,5
1028,11466,0,80000,M,Male,8395,57,2
1029,15181,0,30000,S,Female,20075,10161,2
1030,4362,1,60000,S,Female,9490,1473,0
1031,18540,0,70000,S,Male,20805,8196,1
1032,9965,1,20000,D,Male,21535,4984,0
1033,10373,1,10000,S,Male,22630,12621,1
1034,6719,0,40000,M,Female,11315,3963,3
1035,28704,1,10000,D,Male,17885,7864,6
1036,5600,1,10000,M,Female,15330,8760,1
1037,9131,1,30000,M,Female,7665,197,0
1038,11519,1,80000,M,Female,17885,5766,3
1039,14537,1,10000,M,Male,7665,703,1
1040,13922,1,70000,S,Female,22265,8529,3
1041,11170,0,60000,M,Male,20805,11378,3
1042,15242,0,60000,S,Female,19345,5525,3
1043,7151,1,100000,S,Male,21900,8778,1
1044,11814,0,40000,W,Male,12045,3619,0
1045,16873,0,80000,M,Male,7300,202,0
1046,11105,1,40000,S,Male,11315,3477,2
1047,12903,1,80000,M,Female,6935,326,1
1048,7777,1,30000,M,Female,13140,5284,3
1049,8647,0,90000,M,Male,9855,872,2
1050,22042,1,70000,M,Male,15695,8408,0
1051,20282,1,50000,M,Male,9855,847,1
1052,14962,1,70000,S,Female,14965,8219,3
1053,13964,0,5000,W,Male,16425,9281,1
1054,20761,0,30000,M,Male,7300,545,3
1055,10063,0,70000,S,Male,17885,3558,3
1056,11834,1,5000,M,Male,8030,964,0
1057,7661,0,100000,S,Female,10950,1449,1
1058,11550,0,50000,S,Female,20440,564,0
1059,27984,0,80000,S,Male,17155,1986,4
1060,22872,1,80000,M,Male,17520,332,0
1061,6913,0,80000,M,Female,20075,11205,1
1062,16741,1,50000,S,Female,22630,14330,0
1063,10883,1,10000,D,Female,9490,2,1
1064,16217,1,5000,M,Female,22995,11015,0
1065,33986,1,100000,M,Male,21170,8836,0
1066,8910,0,100000,M,Female,18980,9457,1
1067,6587,1,30000,M,Female,7665,965,2
1068,22410,0,60000,W,Female,18980,3328,1
1069,13898,1,60000,D,Male,18250,6614,1
1070,7918,0,60000,M,Female,17885,6662,2
1071,8969,1,60000,S,Male,15330,4107,2
1072,22516,0,40000,D,Male,10950,1647,2
1073,21046,1,50000,S,Male,15695,7491,2
1074,8028,1,20000,M,Female,12775,4991,6
1075,17304,0,80000,S,Female,15330,6524,2
1076,5871,0,10000,M,Female,19345,10120,1
1077,22458,1,80000,M,Female,15695,1453,1
1078,16907,1,70000,M,Female,6935,359,1
1079,9494,1,5000,M,Male,20440,6928,2
1080,17212,1,5000,D,Male,12775,927,0
1081,12520,0,60000,M,Male,17155,9587,0
1082,7266,0,70000,S,Female,17520,711,0
1083,8181,1,70000,S,Male,7300,662,3
1084,8072,0,30000,S,Male,9125,554,3
1085,11238,0,60000,M,Male,18980,8767,1
1086,15592,1,30000,S,Male,12045,865,3
1087,12886,1,30000,M,Male,15330,5084,1
1088,5310,0,40000,D,Male,12775,86,0
1089,13228,0,5000,M,Male,20805,10063,4
1090,3994,0,10000,M,Male,6570,0,3
1091,15852,1,80000,S,Male,13505,4026,4
1092,14773,0,40000,S,Male,9490,2640,0
1093,10075,1,90000,M,Female,22630,3872,1
1094,11276,1,50000,M,Male,11315,2907,0
1095,9516,1,5000,D,Male,21900,2965,0
1096,10293,1,100000,S,Female,17885,1302,1
1097,19833,1,80000,M,Male,22995,720,4
1098,8637,0,10000,M,Male,9490,889,0
1099,15676,0,10000,M,Female,18615,3761,3
1100,6973,1,5000,S,Male,17885,6959,1
1101,12201,1,50000,D,Male,20440,13324,3
1102,8504,0,100000,S,Female,15695,8351,0
1103,25183,1,90000,M,Female,13140,3242,1
1104,25984,1,20000,M,Female,12045,4850,3
1105,20828,0,90000,S,Male,9125,1689,0
1106,9580,1,30000,M,Female,9490,492,2
1107,26714,1,70000,W,Female,11680,3619,1
1108,4894,0,60000,W,Female,12775,367,0
1109,12068,1,40000,M,Male,10950,4181,2
1110,9850,1,70000,S,Female,15695,3926,3
1111,5321,1,20000,M,Female,18615,11441,1
1112,10809,1,70000,S,Male,11680,4257,3
1113,29702,1,70000,S,Female,7665,872,3
1114,9399,1,50000,S,Male,19345,8549,4
1115,5228,0,50000,M,Male,13870,2943,2
1116,10230,1,100000,M,Female,18250,904,1
1117,6693,1,70000,M,Female,8395,713,0
1118,15867,0,50000,W,Female,11680,4881,0
1119,10399,1,30000,M,Female,8395,266,1
1120,28982,1,80000,D,Female,7300,356,1
1121,7277,0,5000,M,Female,17520,9154,1
1122,19599,1,40000,M,Male,18980,7943,2
1123,8957,1,20000,M,Female,13505,6118,1
1124,13622,1,80000,M,Female,20075,2811,1
1125,9574,0,100000,M,Female,15330,5655,3
1126,4732,0,40000,S,Male,7665,1013,1
1127,18364,1,50000,M,Female,18615,2094,0
1128,29728,0,100000,S,Male,6570,0,1
1129,3076,1,30000,M,Male,11315,2609,0
1130,9317,1,10000,M,Female,20440,13807,2
1131,17511,0,20000,S,Male,18615,9803,0
1132,7622,1,5000,S,Male,7665,1033,2
1133,23693,0,10000,M,Female,15330,2156,0
1134,21768,1,20000,M,Male,17155,9290,1
1135,31985,1,100000,S,Female,19345,6367,1
1136,9561,1,90000,M,Female,17155,6977,1
1137,67403,1,40000,S,Female,6935,141,1
1138,15800,1,10000,M,Male,13870,3706,1
1139,5216,1,80000,M,Male,21535,11427,1
1140,7095,1,90000,M,Male,14600,2663,1
1141,11904,1,90000,M,Female,12775,5833,0
1142,7747,0,40000,M,Female,16425,1169,1
1143,5693,1,10000,S,Male,6935,186,0
1144,18845,1,50000,M,Female,14965,4910,2
1145,6249,0,20000,M,Male,15695,8079,2
1146,15871,0,100000,S,Female,14600,7393,0
1147,6420,0,30000,M,Male,8030,1406,1
1148,19807,1,5000,M,Female,17520,5512,3
1149,8818,1,40000,M,Male,7300,563,1
1150,12763,1,40000,W,Female,9125,1806,3
1151,13734,1,30000,S,Male,20440,10364,1
1152,37198,1,90000,M,Male,10950,4163,1
1153,13663,0,80000,M,Male,10950,3355,1
1154,21396,0,40000,W,Female,18250,3468,4
1155,7085,1,10000,M,Male,14235,1923,1
1156,12487,0,30000,S,Female,12775,2546,1
1157,17838,0,70000,S,Male,6570,0,3
1158,8226,1,50000,S,Male,16790,7518,3
1159,12744,1,80000,D,Male,13505,718,1
1160,11212,1,30000,M,Female,13140,211,1
1161,22473,0,30000,M,Female,21900,11928,0
1162,9326,0,70000,D,Male,13870,6485,1
1163,8046,0,20000,M,Female,17155,4298,1
1164,15141,0,80000,M,Female,8395,282,1
1165,8081,1,100000,M,Female,14600,1092,0
1166,6346,1,80000,M,Female,7300,189,4
1167,11742,1,40000,M,Female,11315,1359,1
1168,21987,1,30000,S,Female,22265,3300,1
1169,21603,1,10000,S,Female,14235,7171,2
1170,10942,0,60000,M,Female,9490,900,3
1171,7019,0,5000,M,Male,21535,12006,0
1172,9961,0,40000,S,Female,21170,1364,2
1173,9486,1,40000,M,Female,22995,3039,1
1174,12634,1,50000,S,Male,22630,1248,1
